image,A,B,C,D
ISIC_0013567.jpg,0.1,1.17,0.04,0.66
ISIC_0015020.jpg,0.2,1.21,0.26,0.68
ISIC_0000097.jpg,0.11,3.71,0.23,0.75
ISIC_0000344.jpg,0.27,1.72,0.2,0.65
ISIC_0004346.jpg,0.09,1.17,0.1,0.66
ISIC_0001871.jpg,0.1,1.58,0.1,0.68
ISIC_0010182.jpg,0.32,2.57,0.2,0.78
ISIC_0000029.jpg,0.12,2.86,0.27,0.64
ISIC_0010231.jpg,0.35,1.88,0.16,0.72
ISIC_0012205.jpg,0.16,1.77,0.22,0.68
ISIC_0013342.jpg,0.14,1.68,0.21,0.68
ISIC_0000093.jpg,0.07,1.52,0.17,0.68
ISIC_0010086.jpg,0.36,4.75,0.23,0.71
ISIC_0014150.jpg,0.16,1.86,0.14,0.68
ISIC_0015170.jpg,0.17,2.11,0.18,0.63
ISIC_0015993.jpg,0.25,6.42,0.2,0.72
ISIC_0016054.jpg,0.12,1.15,0.12,0.67
ISIC_0012903.jpg,0.15,5.36,0.29,0.64
ISIC_0000050.jpg,0.19,1.44,0.17,0.69
ISIC_0014969.jpg,0.08,1.2,0.43,0.66
ISIC_0014748.jpg,0.15,1.82,0.26,0.69
ISIC_0015254.jpg,0.11,1.17,0.33,0.68
ISIC_0012256.jpg,0.27,1.27,0.03,0.67
ISIC_0013189.jpg,0.42,1.29,0.17,0.68
ISIC_0013334.jpg,0.16,1.18,0.2,0.66
ISIC_0013126.jpg,0.13,1.69,0.22,0.72
ISIC_0014156.jpg,0.25,4.68,0.15,0.72
ISIC_0010449.jpg,0.1,1.49,0.14,0.63
ISIC_0013621.jpg,0.17,2.09,0.1,0.71
ISIC_0009923.jpg,0.26,3.74,0.18,0.66
ISIC_0014707.jpg,0.19,1.98,0.23,0.69
ISIC_0013165.jpg,0.14,1.98,0.07,0.73
ISIC_0010846.jpg,0.12,1.18,0.12,0.63
ISIC_0011140.jpg,0.3,2.37,0.19,0.68
ISIC_0015956.jpg,0.15,1.33,0.28,0.71
ISIC_0012676.jpg,0.15,1.63,0.26,0.67
ISIC_0012094.jpg,0.11,1.65,0.14,0.68
ISIC_0012263.jpg,0.23,1.25,0.14,0.67
ISIC_0012173.jpg,0.15,1.84,0.06,0.67
ISIC_0013828.jpg,0.22,1.78,0.09,0.69
ISIC_0014361.jpg,0.24,1.58,0.28,0.66
ISIC_0010492.jpg,0.35,1.33,0.25,0.84
ISIC_0000534.jpg,0.17,3.85,0.31,0.65
ISIC_0011105.jpg,0.18,1.33,0.31,0.79
ISIC_0012159.jpg,0.34,2.04,0.05,0.7
ISIC_0016028.jpg,0.2,9.98,0.09,0.63
ISIC_0013594.jpg,0.16,2.01,0.16,0.73
ISIC_0005787.jpg,0.13,1.2,0.06,0.69
ISIC_0006940.jpg,0.06,1.22,0.11,0.69
ISIC_0000250.jpg,0.17,1.28,0.22,0.69
ISIC_0000098.jpg,0.11,1.72,0.18,0.77
ISIC_0000191.jpg,0.1,1.25,0.28,0.69
ISIC_0013063.jpg,0.09,1.19,0.06,0.62
ISIC_0012116.jpg,0.1,1.23,0.22,0.7
ISIC_0000147.jpg,0.09,1.16,0.31,0.66
ISIC_0000216.jpg,0.07,2.16,0.27,0.65
ISIC_0000051.jpg,0.23,4.6,0.24,0.69
ISIC_0000473.jpg,0.19,1.3,0.17,0.67
ISIC_0000072.jpg,0.17,1.71,0.3,0.63
ISIC_0001292.jpg,0.21,2.86,0.08,0.73
ISIC_0013516.jpg,0.15,1.16,0.05,0.6
ISIC_0010000.jpg,0.38,3.67,0.16,0.78
ISIC_0010236.jpg,0.22,3.13,0.18,0.77
ISIC_0006914.jpg,0.1,1.25,0.13,0.72
ISIC_0012715.jpg,0.39,1.65,0.09,0.71
ISIC_0013181.jpg,0.18,1.26,0.18,0.63
ISIC_0011161.jpg,0.16,1.31,0.18,0.76
ISIC_0014956.jpg,0.07,1.14,0.37,0.63
ISIC_0015369.jpg,0.03,1.12,0.2,0.62
ISIC_0012306.jpg,0.14,1.69,0.17,0.71
ISIC_0016034.jpg,0.38,18.05,0.09,0.59
ISIC_0014820.jpg,0.12,5.34,0.27,0.62
ISIC_0010558.jpg,0.29,3.91,0.18,0.73
ISIC_0011202.jpg,0.15,1.16,0.1,0.65
ISIC_0012376.jpg,0.24,1.7,0.19,0.71
ISIC_0010351.jpg,0.18,2.3,0.11,0.66
ISIC_0015204.jpg,0.16,1.84,0.24,0.67
ISIC_0013170.jpg,0.08,1.14,0.14,0.64
ISIC_0011089.jpg,0.19,1.16,0.16,0.65
ISIC_0014160.jpg,0.76,37.6,0.11,0.63
ISIC_0011162.jpg,0.37,5.12,0.11,0.63
ISIC_0015011.jpg,0.36,7.85,0.21,0.77
ISIC_0010573.jpg,0.1,1.22,0.23,0.72
ISIC_0002439.jpg,0.21,4.84,0.19,0.64
ISIC_0011362.jpg,0.33,3.72,0.11,0.8
ISIC_0014725.jpg,0.17,26.33,0.29,0.67
ISIC_0013055.jpg,0.24,1.62,0.14,0.72
ISIC_0015273.jpg,0.26,8.38,0.27,0.72
ISIC_0013843.jpg,0.1,1.63,0.2,0.69
ISIC_0014803.jpg,0.13,1.81,0.3,0.7
ISIC_0012455.jpg,0.14,1.69,0.13,0.71
ISIC_0013495.jpg,0.2,2.07,0.15,0.78
ISIC_0010349.jpg,0.34,1.25,0.26,0.76
ISIC_0010603.jpg,0.18,1.34,0.18,0.95
ISIC_0010323.jpg,0.29,1.24,0.11,0.93
ISIC_0014183.jpg,0.2,1.48,0.09,0.75
ISIC_0000367.jpg,0.09,1.15,0.4,0.65
ISIC_0004985.jpg,0.15,1.28,0.1,0.72
ISIC_0000345.jpg,0.09,1.17,0.25,0.73
ISIC_0012512.jpg,0.25,1.64,0.18,0.76
ISIC_0000067.jpg,0.13,2.72,0.26,0.63
ISIC_0010346.jpg,0.07,1.16,0.26,0.6
ISIC_0000089.jpg,0.25,3.71,0.31,0.72
ISIC_0015019.jpg,0.28,32.84,0.18,0.7
ISIC_0000145.jpg,0.12,1.7,0.17,0.64
ISIC_0000528.jpg,0.25,2.94,0.1,0.67
ISIC_0014103.jpg,0.12,1.22,0.13,0.74
ISIC_0012167.jpg,0.1,1.22,0.17,0.69
ISIC_0009504.jpg,0.17,1.57,0.14,0.63
ISIC_0013678.jpg,0.21,10.98,0.15,0.65
ISIC_0015202.jpg,0.13,1.21,0.4,0.66
ISIC_0014936.jpg,0.31,59.28,0.39,0.71
ISIC_0009976.jpg,0.2,1.21,0.21,0.67
ISIC_0000346.jpg,0.16,1.32,0.25,0.7
ISIC_0013713.jpg,0.14,1.79,0.16,0.67
ISIC_0008507.jpg,0.13,1.15,0.21,0.6
ISIC_0003308.jpg,0.1,1.28,0.07,0.73
ISIC_0013184.jpg,0.11,1.79,0.14,0.66
ISIC_0013438.jpg,0.07,1.72,0.08,0.62
ISIC_0014382.jpg,0.22,2,0.16,0.67
ISIC_0015419.jpg,0.24,1.22,0.27,0.8
ISIC_0015958.jpg,0.2,1.26,0.07,0.64
ISIC_0000126.jpg,0.19,21.07,0.27,0.69
ISIC_0012740.jpg,0.22,4.23,0.21,0.69
ISIC_0015021.jpg,0.16,18.33,0.14,0.65
ISIC_0000431.jpg,0.27,1.42,0.29,0.66
ISIC_0006671.jpg,0.18,1.15,0.08,0.63
ISIC_0014490.jpg,0.29,5.92,0.11,0.66
ISIC_0012425.jpg,0.12,8.49,0.15,0.73
ISIC_0013287.jpg,0.15,1.76,0.16,0.66
ISIC_0010588.jpg,0.32,1.3,0.25,0.94
ISIC_0009917.jpg,0.3,2.52,0.11,0.71
ISIC_0010216.jpg,0.18,1.21,0.29,0.63
ISIC_0014720.jpg,0.1,1.23,0.31,0.72
ISIC_0011150.jpg,0.18,1.22,0.39,0.71
ISIC_0014771.jpg,0.37,2.23,0.31,0.74
ISIC_0013219.jpg,0.15,1.68,0.16,0.68
ISIC_0000099.jpg,0.14,1.28,0.24,0.7
ISIC_0011345.jpg,0.42,4.2,0.29,0.75
ISIC_0012700.jpg,0.19,5.54,0.18,0.65
ISIC_0010207.jpg,0.42,3.65,0.14,0.66
ISIC_0000182.jpg,0.07,1.14,0.21,0.6
ISIC_0010237.jpg,0.18,1.31,0.26,0.73
ISIC_0011208.jpg,0.28,4.92,0.16,0.73
ISIC_0013114.jpg,0.14,1.19,0.13,0.64
ISIC_0010864.jpg,0.26,3.42,0.29,0.71
ISIC_0014136.jpg,0.19,1.77,0.09,0.65
ISIC_0015110.jpg,0.35,2.83,0.26,0.73
ISIC_0010447.jpg,0.15,1.45,0.12,0.72
ISIC_0013842.jpg,0.12,5.73,0.09,0.69
ISIC_0014073.jpg,0.3,31.63,0.16,0.66
ISIC_0014665.jpg,0.11,1.72,0.21,0.71
ISIC_0014603.jpg,0.79,8.35,0.25,0.67
ISIC_0012136.jpg,0.12,1.28,0.1,0.75
ISIC_0011151.jpg,0.39,3.44,0.17,0.86
ISIC_0000488.jpg,0.22,3.08,0.15,0.73
ISIC_0010264.jpg,0.07,1.21,0.19,0.74
ISIC_0014693.jpg,0.16,1.8,0.2,0.75
ISIC_0012662.jpg,0.18,1.47,0.19,0.72
ISIC_0014480.jpg,0.18,1.31,0.14,0.61
ISIC_0009988.jpg,0.06,1.28,0.24,0.79
ISIC_0000108.jpg,0.08,2.62,0.27,0.63
ISIC_0013150.jpg,0.15,1.55,0.08,0.64
ISIC_0013230.jpg,0.14,5.31,0.14,0.61
ISIC_0000433.jpg,0.19,1.42,0.25,0.82
ISIC_0000425.jpg,0.13,1.29,0.15,0.73
ISIC_0010468.jpg,0.21,5.32,0.18,0.69
ISIC_0008998.jpg,0.23,14.8,0.16,0.69
ISIC_0012325.jpg,0.21,1.34,0.07,0.76
ISIC_0013258.jpg,0.24,1.7,0.19,0.69
ISIC_0015537.jpg,0.3,1.24,0.22,0.73
ISIC_0015212.jpg,0.17,13.46,0.33,0.66
ISIC_0014998.jpg,0.06,1.2,0.35,0.67
ISIC_0010479.jpg,0.09,1.21,0.14,0.71
ISIC_0014576.jpg,0.21,1.92,0.04,0.62
ISIC_0014903.jpg,0.2,2.32,0.28,0.77
ISIC_0013023.jpg,0.21,1.61,0.2,0.64
ISIC_0013793.jpg,0.4,2.01,0.18,0.66
ISIC_0015603.jpg,0.3,28.59,0.26,0.64
ISIC_0013953.jpg,0.11,1.18,0.12,0.66
ISIC_0013047.jpg,0.19,1.68,0.18,0.65
ISIC_0000409.jpg,0.25,2.14,0.24,0.66
ISIC_0012710.jpg,0.19,1.65,0.18,0.69
ISIC_0000037.jpg,0.19,3.32,0.4,0.69
ISIC_0010262.jpg,0.21,2.43,0.24,0.62
ISIC_0000313.jpg,0.12,1.21,0.24,0.67
ISIC_0014229.jpg,0.11,1.67,0.23,0.62
ISIC_0012699.jpg,0.13,1.63,0.22,0.61
ISIC_0014476.jpg,0.46,2.55,0.16,0.75
ISIC_0011149.jpg,0.26,1.29,0.27,0.75
ISIC_0009869.jpg,0.17,1.28,0.26,0.71
ISIC_0013766.jpg,0.21,5.72,0.14,0.7
ISIC_0001191.jpg,0.17,1.33,0.1,0.69
ISIC_0015203.jpg,0.15,1.22,0.27,0.83
ISIC_0000311.jpg,0.1,1.19,0.23,0.77
ISIC_0013393.jpg,0.12,1.18,0.1,0.65
ISIC_0000303.jpg,0.19,1.18,0.24,0.86
ISIC_0000515.jpg,0.09,1.2,0.26,0.69
ISIC_0011137.jpg,0.18,2.49,0.2,0.65
ISIC_0000203.jpg,0.07,1.24,0.3,0.83
ISIC_0010184.jpg,0.52,4.71,0.21,0.79
ISIC_0000153.jpg,0.16,2.93,0.15,0.62
ISIC_0011328.jpg,0.15,3.81,0.14,0.72
ISIC_0007557.jpg,0.14,1.23,0.16,0.68
ISIC_0015109.jpg,0.15,1.9,0.31,0.69
ISIC_0010265.jpg,0.44,4.33,0.21,0.7
ISIC_0007332.jpg,0.04,1.16,0.22,0.67
ISIC_0000211.jpg,0.08,1.14,0.41,0.62
ISIC_0013032.jpg,0.24,1.74,0.21,0.62
ISIC_0011102.jpg,0.11,1.19,0.22,0.6
ISIC_0014274.jpg,0.11,1.73,0.14,0.63
ISIC_0010010.jpg,0.27,3.28,0.19,0.69
ISIC_0011207.jpg,0.12,1.17,0.18,0.58
ISIC_0009895.jpg,0.23,1.21,0.28,0.66
ISIC_0009078.jpg,0.15,1.68,0.25,0.64
ISIC_0015368.jpg,0.17,20.02,0.22,0.73
ISIC_0000518.jpg,0.19,1.32,0.29,0.63
ISIC_0013865.jpg,0.26,1.88,0.13,0.67
ISIC_0000140.jpg,0.19,1.25,0.4,0.63
ISIC_0013274.jpg,0.18,1.66,0.21,0.7
ISIC_0014545.jpg,0.08,1.59,0.18,0.6
ISIC_0014526.jpg,0.15,1.72,0.06,0.64
ISIC_0016030.jpg,0.07,1.18,0.06,0.59
ISIC_0014289.jpg,0.18,1.79,0.16,0.75
ISIC_0009962.jpg,0.16,1.47,0.38,0.94
ISIC_0000337.jpg,0.12,1.15,0.37,0.67
ISIC_0012653.jpg,0.12,1.65,0.18,0.71
ISIC_0013674.jpg,0.23,1.42,0.14,0.75
ISIC_0000381.jpg,0.25,1.59,0.3,0.73
ISIC_0011382.jpg,0.26,3.6,0.31,0.67
ISIC_0015201.jpg,0.23,24.93,0.28,0.71
ISIC_0010037.jpg,0.17,1.27,0.18,0.81
ISIC_0014663.jpg,0.21,48.7,0.15,0.64
ISIC_0012721.jpg,0.11,1.74,0.14,0.66
ISIC_0013836.jpg,0.1,1.64,0.15,0.68
ISIC_0010204.jpg,0.18,1.26,0.24,0.86
ISIC_0013403.jpg,0.12,1.69,0.11,0.65
ISIC_0015251.jpg,1.42,275.36,0.05,0.73
ISIC_0014692.jpg,0.09,1.68,0.3,0.7
ISIC_0012773.jpg,0.13,1.56,0.14,0.82
ISIC_0010064.jpg,0.21,3.24,0.19,0.62
ISIC_0013813.jpg,0.21,1.28,0.08,0.79
ISIC_0007038.jpg,0.18,1.35,0.13,0.74
ISIC_0014559.jpg,0.11,1.14,0.15,0.62
ISIC_0000202.jpg,0.05,1.17,0.3,0.83
ISIC_0013942.jpg,0.13,1.16,0.19,0.62
ISIC_0000148.jpg,0.18,1.36,0.29,0.7
ISIC_0002251.jpg,0.12,1.26,0.16,0.73
ISIC_0011383.jpg,0.13,1.38,0.25,0.65
ISIC_0000483.jpg,0.21,3.1,0.22,0.65
ISIC_0013238.jpg,0.37,1.91,0.11,0.63
ISIC_0013277.jpg,0.1,1.19,0.17,0.67
ISIC_0014357.jpg,0.14,1.84,0.07,0.71
ISIC_0000228.jpg,0.11,4.25,0.31,0.68
ISIC_0011330.jpg,0.18,2.23,0.27,0.68
ISIC_0013455.jpg,0.22,1.24,0.2,0.6
ISIC_0013795.jpg,0.19,1.24,0.37,0.66
ISIC_0014703.jpg,0.36,1.4,0.23,0.81
ISIC_0000540.jpg,0.19,4.45,0.18,0.64
ISIC_0012735.jpg,0.12,1.62,0.24,0.69
ISIC_0012941.jpg,0.07,1.14,0.05,0.62
ISIC_0014979.jpg,0.44,1.27,0.16,0.82
ISIC_0015220.jpg,0.13,1.78,0.23,0.75
ISIC_0015127.jpg,0.24,101.46,0.36,0.65
ISIC_0015636.jpg,0.05,2.66,0.26,0.65
ISIC_0014809.jpg,0.19,1.87,0.24,0.64
ISIC_0010317.jpg,0.21,2.35,0.19,0.63
ISIC_0009994.jpg,0.22,2.64,0.19,0.76
ISIC_0012911.jpg,0.37,1.5,0.2,0.65
ISIC_0012656.jpg,0.23,4.35,0.25,0.6
ISIC_0010251.jpg,0.17,1.49,0.28,0.67
ISIC_0014730.jpg,0.1,1.24,0.32,0.64
ISIC_0010853.jpg,0.38,2.38,0.26,0.64
ISIC_0015971.jpg,0.25,5.47,0.26,0.65
ISIC_0013458.jpg,0.12,1.64,0.12,0.64
ISIC_0014567.jpg,0.14,10.89,0.15,0.68
ISIC_0000151.jpg,0.26,1.45,0.28,0.73
ISIC_0012266.jpg,0.56,95.98,0.06,0.64
ISIC_0011305.jpg,0.36,3.8,0.17,0.69
ISIC_0013163.jpg,0.15,4.52,0.17,0.68
ISIC_0016070.jpg,0.13,1.18,0.2,0.67
ISIC_0009927.jpg,0.16,1.19,0.17,0.63
ISIC_0016008.jpg,0.23,1.4,0.09,0.74
ISIC_0011358.jpg,0.28,4.96,0.18,0.75
ISIC_0014543.jpg,0.28,2.27,0.12,0.68
ISIC_0010597.jpg,0.22,1.31,0.26,0.67
ISIC_0000116.jpg,0.37,1.49,0.21,0.64
ISIC_0014233.jpg,0.2,1.4,0.1,0.77
ISIC_0010380.jpg,0.4,5.68,0.14,0.68
ISIC_0009950.jpg,0.08,1.22,0.27,0.68
ISIC_0014687.jpg,0.06,1.14,0.36,0.65
ISIC_0013075.jpg,0.12,1.67,0.2,0.68
ISIC_0013400.jpg,0.15,1.24,0.11,0.67
ISIC_0013456.jpg,0.42,3.53,0.15,0.64
ISIC_0010093.jpg,0.14,1.42,0.16,0.86
ISIC_0013592.jpg,0.13,1.61,0.13,0.68
ISIC_0011085.jpg,0.11,1.19,0.38,0.67
ISIC_0016055.jpg,0.06,1.13,0.23,0.6
ISIC_0015445.jpg,0.98,3.02,0.34,0.9
ISIC_0014486.jpg,0.23,1.78,0.17,0.65
ISIC_0011315.jpg,0.25,1.26,0.16,0.67
ISIC_0014347.jpg,0.21,1.42,0.08,0.72
ISIC_0013374.jpg,0.18,1.26,0.11,0.74
ISIC_0013961.jpg,0.14,1.17,0.05,0.63
ISIC_0010029.jpg,0.31,1.41,0.14,0.76
ISIC_0014642.jpg,0.2,1.91,0.05,0.65
ISIC_0014625.jpg,0.63,14.04,0.12,0.73
ISIC_0000537.jpg,0.41,11.02,0.13,0.78
ISIC_0011347.jpg,0.2,1.25,0.18,0.82
ISIC_0010856.jpg,0.27,3.14,0.16,0.67
ISIC_0012876.jpg,0.13,1.18,0.1,0.69
ISIC_0008403.jpg,0.08,1.14,0.1,0.63
ISIC_0013656.jpg,0.11,1.45,0.16,0.69
ISIC_0013356.jpg,0.13,3.03,0.17,0.7
ISIC_0004115.jpg,0.2,1.38,0.11,0.74
ISIC_0015157.jpg,0.2,82.51,0.29,0.72
ISIC_0012749.jpg,0.4,1.62,0.3,0.83
ISIC_0015990.jpg,0.15,6.82,0.19,0.69
ISIC_0015050.jpg,0.23,44.93,0.17,0.8
ISIC_0016040.jpg,0.48,19.93,0.14,0.61
ISIC_0016063.jpg,0.23,4.88,0.13,0.65
ISIC_0000361.jpg,0.14,1.31,0.31,0.65
ISIC_0014162.jpg,0.27,1.83,0.04,0.68
ISIC_0015309.jpg,0.18,12.9,0.18,0.62
ISIC_0011146.jpg,0.12,1.18,0.24,0.63
ISIC_0009971.jpg,0.39,2.89,0.22,0.62
ISIC_0015129.jpg,0.15,10.94,0.19,0.6
ISIC_0013094.jpg,0.23,1.24,0.19,0.64
ISIC_0013269.jpg,0.29,23.83,0.08,0.68
ISIC_0013525.jpg,0.37,2.51,0.18,0.78
ISIC_0000386.jpg,0.16,7.7,0.22,0.63
ISIC_0016041.jpg,0.07,1.16,0.08,0.64
ISIC_0000882.jpg,0.08,1.19,0.13,0.7
ISIC_0015939.jpg,0.28,3.85,0.2,0.69
ISIC_0000043.jpg,0.21,1.34,0.32,0.67
ISIC_0001262.jpg,0.14,1.23,0.14,0.69
ISIC_0014609.jpg,0.28,1.7,0.25,0.7
ISIC_0002879.jpg,0.27,1.24,0.21,0.68
ISIC_0000172.jpg,0.21,4.49,0.31,0.69
ISIC_0014843.jpg,0.24,1.31,0.26,0.63
ISIC_0009896.jpg,0.14,1.58,0.3,0.84
ISIC_0000230.jpg,0.17,4.66,0.34,0.76
ISIC_0000197.jpg,0.13,4.75,0.37,0.66
ISIC_0016038.jpg,0.21,4.94,0.27,0.66
ISIC_0015155.jpg,0.09,10.49,0.14,0.68
ISIC_0010069.jpg,0.27,2.29,0.23,0.69
ISIC_0010017.jpg,0.12,1.16,0.29,0.66
ISIC_0011210.jpg,0.2,1.34,0.29,0.71
ISIC_0000041.jpg,0.28,2.03,0.22,0.67
ISIC_0004110.jpg,0.15,1.24,0.23,0.71
ISIC_0012677.jpg,0.15,1.65,0.27,0.68
ISIC_0010593.jpg,0.14,1.15,0.34,0.59
ISIC_0014032.jpg,0.14,1.17,0.15,0.66
ISIC_0010227.jpg,0.23,8.41,0.13,0.71
ISIC_0000501.jpg,0.18,2.34,0.17,0.64
ISIC_0013200.jpg,0.16,1.69,0.09,0.72
ISIC_0010043.jpg,0.27,1.25,0.18,0.69
ISIC_0000495.jpg,0.18,1.79,0.31,0.66
ISIC_0015226.jpg,0.15,6.59,0.27,0.67
ISIC_0012149.jpg,0.2,1.19,0.22,0.67
ISIC_0000485.jpg,0.53,9.37,0.22,0.82
ISIC_0014072.jpg,0.2,1.2,0.11,0.69
ISIC_0014639.jpg,0.29,1.34,0.15,0.67
ISIC_0012508.jpg,0.23,1.82,0.17,0.72
ISIC_0012278.jpg,0.13,3.23,0.15,0.66
ISIC_0002489.jpg,0.18,2.18,0.17,0.68
ISIC_0014438.jpg,0.09,1.73,0.08,0.71
ISIC_0013164.jpg,0.21,11.97,0.23,0.59
ISIC_0014062.jpg,0.42,2.07,0.08,0.69
ISIC_0014964.jpg,0.12,33.53,0.31,0.71
ISIC_0004715.jpg,0.08,1.13,0.07,0.64
ISIC_0014851.jpg,0.17,1.98,0.19,0.64
ISIC_0016044.jpg,0.14,1.21,0.14,0.67
ISIC_0013830.jpg,0.14,1.56,0.13,0.68
ISIC_0013048.jpg,0.09,1.61,0.17,0.64
ISIC_0013395.jpg,0.12,1.7,0.12,0.67
ISIC_0011199.jpg,0.24,2.56,0.18,0.66
ISIC_0013599.jpg,0.11,1.76,0.2,0.73
ISIC_0014798.jpg,0.21,58.42,0.22,0.71
ISIC_0013423.jpg,0.1,1.17,0.05,0.67
ISIC_0012961.jpg,0.22,1.94,0.14,0.62
ISIC_0011343.jpg,0.29,1.31,0.24,0.66
ISIC_0012684.jpg,0.13,1.75,0.21,0.7
ISIC_0014913.jpg,0.18,2.09,0.24,0.7
ISIC_0015193.jpg,0.2,17.82,0.21,0.7
ISIC_0011114.jpg,0.21,1.15,0.25,0.67
ISIC_0012271.jpg,0.08,1.66,0.16,0.72
ISIC_0015985.jpg,0.16,4.56,0.15,0.65
ISIC_0002829.jpg,0.13,1.18,0.16,0.66
ISIC_0013615.jpg,0.39,58.88,0.1,0.6
ISIC_0010473.jpg,0.27,3.92,0.2,0.76
ISIC_0013762.jpg,0.68,2.08,0.13,0.73
ISIC_0000383.jpg,0.16,3.14,0.17,0.64
ISIC_0014683.jpg,0.12,1.85,0.23,0.71
ISIC_0010178.jpg,0.13,1.66,0.19,0.66
ISIC_0000085.jpg,0.18,4.79,0.26,0.61
ISIC_0000164.jpg,0.25,1.42,0.37,0.71
ISIC_0012164.jpg,0.24,1.78,0.12,0.71
ISIC_0000026.jpg,0.19,1.31,0.15,0.73
ISIC_0014114.jpg,0.19,1.2,0.19,0.66
ISIC_0014498.jpg,0.12,1.72,0.15,0.72
ISIC_0014929.jpg,0.13,1.6,0.29,0.69
ISIC_0010206.jpg,0.14,2.61,0.42,0.68
ISIC_0006776.jpg,0.15,1.15,0.11,0.62
ISIC_0012680.jpg,0.13,1.59,0.31,0.67
ISIC_0014089.jpg,0.31,6.85,0.15,0.71
ISIC_0011088.jpg,0.13,1.22,0.14,0.75
ISIC_0011303.jpg,0.09,1.22,0.31,0.67
ISIC_0013643.jpg,0.13,1.67,0.08,0.66
ISIC_0016000.jpg,0.26,17.47,0.18,0.65
ISIC_0012701.jpg,0.25,1.88,0.2,0.68
ISIC_0000293.jpg,0.28,1.3,0.28,0.8
ISIC_0011214.jpg,0.1,3.59,0.27,0.73
ISIC_0012137.jpg,0.35,1.54,0.25,0.62
ISIC_0015002.jpg,0.13,15.01,0.21,0.69
ISIC_0010335.jpg,0.18,1.23,0.33,0.69
ISIC_0000215.jpg,0.08,1.23,0.36,0.74
ISIC_0015941.jpg,0.17,4.48,0.25,0.69
ISIC_0000006.jpg,0.19,3.59,0.2,0.71
ISIC_0013765.jpg,0.2,1.29,0.15,0.62
ISIC_0008552.jpg,0.14,3.2,0.11,0.71
ISIC_0000520.jpg,0.19,1.22,0.17,0.68
ISIC_0013146.jpg,0.45,2.96,0.16,0.66
ISIC_0010192.jpg,0.13,1.32,0.31,0.69
ISIC_0014132.jpg,0.06,1.15,0.09,0.66
ISIC_0013673.jpg,0.12,1.15,0.11,0.65
ISIC_0012520.jpg,0.28,1.95,0.14,0.67
ISIC_0013512.jpg,0.2,8.5,0.18,0.65
ISIC_0013672.jpg,0.29,1.48,0.11,0.75
ISIC_0012208.jpg,0.11,1.56,0.15,0.66
ISIC_0000471.jpg,0.19,3.08,0.25,0.66
ISIC_0012810.jpg,0.33,7.51,0.03,0.65
ISIC_0000336.jpg,0.18,1.24,0.26,0.62
ISIC_0014163.jpg,0.45,2.65,0.07,0.67
ISIC_0010105.jpg,0.2,1.17,0.36,0.6
ISIC_0013600.jpg,0.09,1.28,0.14,0.73
ISIC_0015443.jpg,0.12,1.56,0.16,0.67
ISIC_0009160.jpg,0.08,1.17,0.17,0.65
ISIC_0012658.jpg,0.19,1.63,0.14,0.7
ISIC_0015984.jpg,0.19,1.26,0.16,0.73
ISIC_0013749.jpg,0.24,1.81,0.11,0.66
ISIC_0000166.jpg,0.18,3.01,0.43,0.63
ISIC_0010171.jpg,0.17,1.31,0.15,0.58
ISIC_0011352.jpg,0.49,4.03,0.19,0.7
ISIC_0013079.jpg,0.09,1.25,0.12,0.63
ISIC_0014027.jpg,0.23,1.21,0.1,0.65
ISIC_0013817.jpg,0.06,1.65,0.12,0.64
ISIC_0013026.jpg,0.16,1.76,0.24,0.72
ISIC_0001126.jpg,0.29,1.66,0.12,0.74
ISIC_0013193.jpg,0.05,1.37,0.13,0.74
ISIC_0012855.jpg,0.13,1.74,0.22,0.71
ISIC_0000229.jpg,0.4,1.65,0.34,0.73
ISIC_0013134.jpg,0.12,1.17,0.05,0.67
ISIC_0010847.jpg,0.16,1.2,0.28,0.64
ISIC_0000207.jpg,0.04,1.25,0.25,0.75
ISIC_0009993.jpg,0.38,3.14,0.27,0.68
ISIC_0012357.jpg,0.35,21.86,0.09,0.69
ISIC_0012904.jpg,0.12,5.27,0.13,0.63
ISIC_0015466.jpg,0.21,1.37,0.25,0.83
ISIC_0000307.jpg,0.26,1.3,0.26,0.74
ISIC_0011397.jpg,0.28,1.49,0.19,0.72
ISIC_0014090.jpg,0.28,15.5,0.14,0.69
ISIC_0009973.jpg,0.11,3.23,0.26,0.66
ISIC_0013390.jpg,0.09,1.61,0.13,0.63
ISIC_0014211.jpg,0.2,1.79,0.06,0.67
ISIC_0013862.jpg,0.19,1.35,0.09,0.68
ISIC_0000262.jpg,0.29,3.41,0.19,0.67
ISIC_0000062.jpg,0.17,3.96,0.23,0.68
ISIC_0009964.jpg,0.23,2.3,0.21,0.66
ISIC_0013981.jpg,0.19,1.21,0.11,0.7
ISIC_0014867.jpg,0.18,17.72,0.28,0.68
ISIC_0000086.jpg,0.09,2.65,0.2,0.73
ISIC_0012949.jpg,0.34,1.64,0.22,0.65
ISIC_0000193.jpg,0.16,1.29,0.3,0.72
ISIC_0000245.jpg,0.12,1.16,0.17,0.69
ISIC_0013702.jpg,0.1,1.26,0.11,0.72
ISIC_0014263.jpg,0.14,1.59,0.11,0.62
ISIC_0000359.jpg,0.16,1.26,0.28,0.76
ISIC_0014127.jpg,0.16,2.01,0.1,0.75
ISIC_0010462.jpg,0.14,2.42,0.29,0.66
ISIC_0010233.jpg,0.07,1.21,0.16,0.69
ISIC_0000461.jpg,0.22,4.79,0.16,0.71
